Дата;Чемпионат;Дома;Гости;Счет хозяев;Счет гостей;Ожидаемые голы (xG) Дома;Ожидаемые голы (xG) Гости;xG в створ (xGOT) Дома;xG в створ (xGOT) Гости;Владение мячом Дома;Владение мячом Гости;Удары в створ Дома;Удары в створ Гости;Угловые Дома;Угловые Гости;Желтые карточки Дома;Желтые карточки Гости;Красные карточки Дома;Красные карточки Гости;Коэффициенты П1;Коэффициенты Н;Коэффициенты П2
25.10.2025 18:00;ФранцияПервая лига - Тур 9;Брест;ПСЖ;0;3;1.62;2.07;0.67;2.44;0.25;0.75;2;8;2;7;1;1;0;0;7.6;5.4;1.36
25.10.2025 20:00;ФранцияПервая лига - Тур 9;Монако;Тулуза;1;0;3.08;0.68;2.97;0.33;0.54;0.46;5;2;2;5;3;4;0;0;2.09;3.65;3.35
25.10.2025 22:05;ФранцияПервая лига - Тур 9;Ланс;Марсель;2;1;1.8;0.67;2.14;0.73;0.31;0.69;5;3;4;8;3;3;0;0;2.5;3.6;2.7
26.10.2025 17:00;ФранцияПервая лига - Тур 9;Лилль;Мец;6;1;2.92;1.29;4.87;1.86;0.62;0.38;12;4;7;8;3;2;0;0;1.28;6;9.8
26.10.2025 19:15;ФранцияПервая лига - Тур 9;Ренн;Ницца;1;2;1.73;0.73;1.96;0.74;0.58;0.42;7;3;7;3;5;2;0;0;2.09;3.6;3.4
26.10.2025 19:15;ФранцияПервая лига - Тур 9;Осер;Гавр;0;1;0.61;0.94;1.17;0.93;0.51;0.49;3;4;13;5;2;3;0;0;2.12;3.35;3.55
26.10.2025 19:15;ФранцияПервая лига - Тур 9;Анже;Лорьян;2;0;0.93;1.99;0.61;1.35;0.37;0.63;4;4;1;6;1;0;0;0;2.75;3.05;2.8
26.10.2025 22:45;ФранцияПервая лига - Тур 9;Лион;Страсбур;2;1;1.67;0.49;1.68;0.78;0.48;0.52;3;2;4;2;0;4;0;1;1.97;3.7;3.65
29.10.2025 21:00;ФранцияПервая лига - Тур 10;Ницца;Лилль;2;0;1.77;0.99;2.18;0.11;0.32;0.68;4;4;2;13;3;3;0;0;3.25;3.5;2.2
29.10.2025 21:00;ФранцияПервая лига - Тур 10;Мец;Ланс;2;0;3.42;1.32;2.92;0.3;0.46;0.54;7;2;2;5;3;2;1;0;6;4.6;1.5
29.10.2025 21:00;ФранцияПервая лига - Тур 10;Лорьян;ПСЖ;1;1;0.23;1.49;0.42;2.69;0.22;0.78;2;8;0;8;0;2;0;0;10;6.4;1.26
29.10.2025 21:00;ФранцияПервая лига - Тур 10;Гавр;Брест;1;0;1;0.55;0.67;0.21;0.46;0.54;3;2;5;1;1;3;0;0;2.5;3.35;2.85
29.10.2025 23:05;ФранцияПервая лига - Тур 10;ФК Париж;Лион;3;3;0.63;1.26;1.93;2.6;0.52;0.48;3;4;4;2;6;2;1;1;2.6;3.6;2.6
29.10.2025 23:05;ФранцияПервая лига - Тур 10;Тулуза;Ренн;2;2;1.55;1.58;1.41;1.26;0.55;0.45;4;5;5;8;2;3;0;0;2.21;3.45;3.25
29.10.2025 23:05;ФранцияПервая лига - Тур 10;Страсбур;Осер;3;0;4.06;0.43;3.5;0.21;0.64;0.36;9;1;4;3;1;1;0;0;1.75;3.9;4.5
29.10.2025 23:05;ФранцияПервая лига - Тур 10;Нант;Монако;3;5;1.62;4.31;3.25;4.27;0.48;0.52;5;9;1;3;3;7;0;0;4.4;4;1.75
29.10.2025 23:05;ФранцияПервая лига - Тур 10;Марсель;Анже;2;2;1.32;1.04;1.32;1.52;0.59;0.41;6;6;1;5;2;1;0;0;1.24;6.4;12
01.11.2025 19:00;ФранцияПервая лига - Тур 11;ПСЖ;Ницца;1;0;2.29;0.48;1.47;0.87;0.77;0.23;8;2;11;1;3;1;0;0;1.17;7.8;14
01.11.2025 21:00;ФранцияПервая лига - Тур 11;Монако;ФК Париж;0;1;0.61;0.85;0.27;0.94;0.55;0.45;1;1;3;2;3;2;0;0;1.66;4.3;4.7
01.11.2025 23:05;ФранцияПервая лига - Тур 11;Осер;Марсель;0;1;1.17;0.51;0.66;0.36;0.49;0.51;4;2;3;3;3;4;1;1;5;3.9;1.68
02.11.2025 17:00;ФранцияПервая лига - Тур 11;Ренн;Страсбур;4;1;2.35;1.6;3.94;0.74;0.41;0.59;6;2;6;5;1;1;0;0;2.7;3.5;2.55
02.11.2025 19:15;ФранцияПервая лига - Тур 11;Тулуза;Гавр;0;0;1.12;1.31;0.19;0.36;0.46;0.54;2;3;10;2;1;2;0;0;1.74;3.7;4.9
02.11.2025 19:15;ФранцияПервая лига - Тур 11;Нант;Мец;0;2;0.81;1.34;0.69;2.01;0.52;0.48;4;7;8;5;1;3;0;0;2.1;3.55;3.4
02.11.2025 19:15;ФранцияПервая лига - Тур 11;Лилль;Анже;1;0;2.04;0.36;1.14;0.48;0.54;0.46;4;1;9;2;1;0;0;0;1.37;5.2;8
02.11.2025 19:15;ФранцияПервая лига - Тур 11;Ланс;Лорьян;3;0;2.08;1.82;2.13;0.65;0.58;0.42;6;3;7;6;2;2;0;0;1.57;4.3;5.6
02.11.2025 22:45;ФранцияПервая лига - Тур 11;Брест;Лион;0;0;1.49;0.2;1.41;0.11;0.5;0.5;3;2;12;2;1;0;0;1;3.35;3.35;2.19
07.11.2025 22:45;ФранцияПервая лига - Тур 12;ФК Париж;Ренн;0;1;1.98;0.75;0.67;0.84;0.52;0.48;4;3;8;9;4;2;0;0;2.22;3.6;3.1
08.11.2025 19:00;ФранцияПервая лига - Тур 12;Марсель;Брест;3;0;3.46;0.74;1.92;0.29;0.64;0.36;7;2;6;2;0;1;0;0;1.48;4.7;6.2
08.11.2025 21:00;ФранцияПервая лига - Тур 12;Гавр;Нант;1;1;0.94;0.21;0.51;0.53;0.65;0.35;4;2;8;3;3;3;0;0;1.87;3.45;4.5
08.11.2025 23:05;ФранцияПервая лига - Тур 12;Монако;Ланс;1;4;2.83;3.17;2.2;4.17;0.5;0.5;6;12;5;4;1;2;1;0;1.98;3.95;3.45
09.11.2025 17:00;ФранцияПервая лига - Тур 12;Лорьян;Тулуза;1;1;1.36;1.31;0.92;0.94;0.49;0.51;2;2;6;4;0;4;0;0;3.05;3.25;2.41
09.11.2025 19:15;ФранцияПервая лига - Тур 12;Страсбур;Лилль;2;0;1.08;0.28;1.2;0.61;0.42;0.58;2;4;1;4;4;3;0;1;2.7;3.6;2.47
09.11.2025 19:15;ФранцияПервая лига - Тур 12;Мец;Ницца;2;1;1.58;0.95;1.58;1.24;0.49;0.51;2;4;6;3;2;4;0;0;3;3.6;2.27
09.11.2025 19:15;ФранцияПервая лига - Тур 12;Анже;Осер;2;0;0.66;0.7;0.97;0.47;0.49;0.51;5;5;3;3;2;2;0;0;2.55;3.05;3.05
09.11.2025 22:45;ФранцияПервая лига - Тур 12;Лион;ПСЖ;2;3;0.68;1.42;0.52;1.8;0.28;0.72;2;4;5;5;6;2;1;0;5.6;4.1;1.59
21.11.2025 22:45;ФранцияПервая лига - Тур 13;Ницца;Марсель;1;5;1.19;2.86;1.55;4.12;0.53;0.47;7;11;8;6;2;2;0;0;3.75;3.85;2
22.11.2025 19:00;ФранцияПервая лига - Тур 13;Ланс;Страсбур;1;0;1.92;0.45;1.8;0.01;0.55;0.45;5;1;3;1;2;3;1;1;2.11;3.7;3.25
22.11.2025 21:00;ФранцияПервая лига - Тур 13;Ренн;Монако;4;1;3.69;1.33;4.42;0.37;0.5;0.5;9;3;4;6;0;1;0;1;2.43;3.65;2.75
22.11.2025 23:05;ФранцияПервая лига - Тур 13;ПСЖ;Гавр;3;0;3.46;1.19;2.35;0.39;0.65;0.35;11;4;6;4;2;1;0;0;1.22;6.6;12
23.11.2025 17:00;ФранцияПервая лига - Тур 13;Осер;Лион;0;0;2.08;1.57;1.58;1.43;0.3;0.7;5;7;7;11;1;3;0;0;3.9;3.45;1.99
23.11.2025 19:15;ФранцияПервая лига - Тур 13;Тулуза;Анже;0;1;1.98;0.42;1.95;0.26;0.54;0.46;6;2;11;1;1;3;0;0;1.68;3.7;5.4
23.11.2025 19:15;ФранцияПервая лига - Тур 13;Нант;Лорьян;1;1;0.84;0.32;0.73;0.05;0.56;0.44;1;1;1;1;1;1;0;0;2.95;3.35;2.42
23.11.2025 19:15;ФранцияПервая лига - Тур 13;Брест;Мец;3;2;3.12;1.05;2.41;0.52;0.56;0.44;7;3;6;2;2;3;0;0;1.82;3.8;4.2
23.11.2025 22:45;ФранцияПервая лига - Тур 13;Лилль;ФК Париж;4;2;4.03;1.52;5.13;1.89;0.52;0.48;10;3;9;4;1;2;0;0;1.68;3.95;4.9
28.11.2025 22:45;ФранцияПервая лига - Тур 14;Мец;Ренн;0;1;1.02;0.78;0.3;0.54;0.52;0.48;5;2;6;3;0;0;0;0;3.7;3.9;1.91
29.11.2025 19:00;ФранцияПервая лига - Тур 14;Монако;ПСЖ;1;0;0.52;1.33;0.8;0.69;0.43;0.57;5;4;4;4;3;1;1;0;4.5;4.6;1.69
29.11.2025 21:00;ФранцияПервая лига - Тур 14;ФК Париж;Осер;1;1;1.8;1.11;0.91;0.62;0.55;0.45;2;3;4;3;2;1;0;0;1.86;3.65;4.2
29.11.2025 23:05;ФранцияПервая лига - Тур 14;Марсель;Тулуза;2;2;1.8;0.7;1.88;1.63;0.77;0.23;5;4;9;1;2;1;0;0;1.66;4;5
30.11.2025 17:00;ФранцияПервая лига - Тур 14;Страсбур;Брест;1;2;0.8;1.05;1.8;1.79;0.57;0.43;6;4;5;0;0;3;0;0;1.79;3.85;4.3
30.11.2025 19:15;ФранцияПервая лига - Тур 14;Лорьян;Ницца;3;1;2.38;0.82;2.03;0.95;0.43;0.57;7;2;3;7;1;2;0;0;2.41;3.45;2.9
30.11.2025 19:15;ФранцияПервая лига - Тур 14;Гавр;Лилль;0;1;1.18;1.62;1.55;1.19;0.43;0.57;7;2;6;2;1;3;0;1;4.4;3.7;1.81
30.11.2025 19:15;ФранцияПервая лига - Тур 14;Анже;Ланс;1;2;1.16;2.05;1.18;1.71;0.45;0.55;5;6;2;8;1;1;0;0;4.9;3.95;1.69
30.11.2025 22:45;ФранцияПервая лига - Тур 14;Лион;Нант;3;0;2.34;0.86;3.29;0.12;0.72;0.28;8;2;7;0;1;2;0;1;1.4;4.9;7.8
05.12.2025 21:00;ФранцияПервая лига - Тур 15;Брест;Монако;1;0;1.53;0.6;1.41;0.24;0.4;0.6;4;2;2;3;2;4;1;0;3.35;3.85;2.04
05.12.2025 23:00;ФранцияПервая лига - Тур 15;Лилль;Марсель;1;0;0.35;0.53;0.36;1.07;0.42;0.58;2;2;2;5;1;1;0;0;2.43;3.6;2.95
06.12.2025 19:00;ФранцияПервая лига - Тур 15;Нант;Ланс;1;2;1.2;2.3;1.61;2.57;0.34;0.66;4;6;1;12;2;0;0;0;4.7;3.85;1.72
06.12.2025 21:00;ФранцияПервая лига - Тур 15;Тулуза;Страсбур;1;0;0.5;0.06;1.13;0;0.28;0.72;3;0;1;2;3;3;0;0;2.55;3.3;2.8
06.12.2025 23:05;ФранцияПервая лига - Тур 15;ПСЖ;Ренн;5;0;2.22;0.24;3.66;0.15;0.66;0.34;9;2;8;6;0;3;0;1;1.31;6.2;8.2
07.12.2025 17:00;ФранцияПервая лига - Тур 15;Ницца;Анже;0;1;1.31;0.83;1.09;1.72;0.49;0.51;3;4;4;1;1;1;1;0;1.81;3.7;4.4
07.12.2025 19:15;ФранцияПервая лига - Тур 15;Осер;Мец;3;1;1.94;0.55;2.26;0.78;0.39;0.61;7;3;5;3;2;1;0;0;1.99;3.55;3.8
07.12.2025 19:15;ФранцияПервая лига - Тур 15;Гавр;ФК Париж;0;0;1.84;1.23;0.35;0.08;0.44;0.56;2;2;7;2;0;2;0;0;2.85;3.2;2.6
07.12.2025 22:45;ФранцияПервая лига - Тур 15;Лорьян;Лион;1;0;2.57;0.44;1.23;1.29;0.4;0.6;6;4;1;7;2;4;0;1;3.7;3.4;2.07
12.12.2025 22:45;ФранцияПервая лига - Тур 16;Анже;Нант;4;1;2.39;0.35;3.07;0.65;0.54;0.46;9;4;6;3;1;2;0;0;2.16;3.2;3.65
13.12.2025 19:00;ФранцияПервая лига - Тур 16;Ренн;Брест;3;1;2.22;0.82;3.28;1.32;0.61;0.39;5;7;5;7;2;3;0;0;1.87;3.8;4
13.12.2025 21:00;ФранцияПервая лига - Тур 16;Мец;ПСЖ;2;3;0.62;1.85;1.13;3.3;0.41;0.59;5;9;4;4;2;1;0;0;9.6;6.4;1.26
13.12.2025 23:05;ФранцияПервая лига - Тур 16;ФК Париж;Тулуза;0;3;0.46;2.53;0.27;2.62;0.65;0.35;2;4;7;4;3;1;0;0;2.7;3.2;2.7
14.12.2025 17:00;ФранцияПервая лига - Тур 16;Лион;Гавр;1;0;2.56;1.3;1.05;1.16;0.57;0.43;4;4;5;4;2;4;0;0;1.64;4;5.4
14.12.2025 19:15;ФранцияПервая лига - Тур 16;Страсбур;Лорьян;0;0;0.69;0.53;0.06;0.56;0.62;0.38;2;2;11;3;1;0;0;0;1.78;3.8;4.5
14.12.2025 19:15;ФранцияПервая лига - Тур 16;Осер;Лилль;3;4;2.97;0.52;2.77;1.25;0.45;0.55;8;5;10;3;5;2;2;2;4.2;3.4;1.93
14.12.2025 19:15;ФранцияПервая лига - Тур 16;Ланс;Ницца;2;0;1.65;0.77;0.96;1.22;0.46;0.54;5;4;2;5;0;2;0;0;1.55;4.6;5.4
14.12.2025 22:45;ФранцияПервая лига - Тур 16;Марсель;Монако;1;0;1.78;2.21;2.17;0.83;0.58;0.42;8;7;3;7;2;1;0;0;2.04;3.65;3.5
02.01.2026 22:45;ФранцияПервая лига - Тур 17;Тулуза;Ланс;0;3;0.66;1.62;0.62;2.89;0.32;0.68;2;7;2;8;2;3;1;0;2.55;3.2;2.9
03.01.2026 19:00;ФранцияПервая лига - Тур 17;Монако;Лион;1;3;0.68;1.39;0.88;3.07;0.45;0.55;2;9;7;2;2;3;1;0;2.11;3.8;3.45
03.01.2026 21:00;ФранцияПервая лига - Тур 17;Ницца;Страсбур;1;1;2.75;1.35;1.55;0.98;0.45;0.55;6;5;5;7;1;2;0;0;3.2;3.5;2.21
03.01.2026 23:05;ФранцияПервая лига - Тур 17;Лилль;Ренн;0;2;0.85;1.57;0.34;1.4;0.38;0.62;3;4;4;7;1;1;1;0;1.74;3.95;4.5
04.01.2026 17:00;ФранцияПервая лига - Тур 17;Марсель;Нант;0;2;0.75;3.63;0.31;4.33;0.56;0.44;4;9;6;3;2;3;2;0;1.27;6.2;10
04.01.2026 19:15;ФранцияПервая лига - Тур 17;Лорьян;Мец;1;1;1.44;0.41;1.35;0.59;0.43;0.57;5;2;4;4;1;2;0;0;1.83;3.7;4.3
04.01.2026 19:15;ФранцияПервая лига - Тур 17;Гавр;Анже;2;1;1.02;0.56;1.34;0.97;0.5;0.5;6;3;6;6;1;1;0;0;2.43;3.25;3.05
04.01.2026 19:15;ФранцияПервая лига - Тур 17;Брест;Осер;2;0;1.87;0.74;2.95;0.04;0.5;0.5;4;1;7;6;3;2;0;0;1.96;3.4;4.1
04.01.2026 22:45;ФранцияПервая лига - Тур 17;ПСЖ;ФК Париж;2;1;1.72;1.02;1.15;0.94;0.7;0.3;6;3;7;1;1;0;0;0;1.13;9.2;18
16.01.2026 21:00;ФранцияПервая лига - Тур 18;Монако;Лорьян;1;3;1.24;1.37;2.21;2.17;0.61;0.39;7;4;4;3;1;0;0;0;1.65;4.2;4.8
16.01.2026 23:00;ФранцияПервая лига - Тур 18;ПСЖ;Лилль;3;0;1.41;1.14;2.81;0.84;0.61;0.39;7;4;4;2;0;1;0;0;1.28;6.6;10
17.01.2026 19:00;ФранцияПервая лига - Тур 18;Ланс;Осер;1;0;2.66;0.56;1.26;0;0.48;0.52;7;0;1;5;2;5;0;0;1.48;4.5;6.6
17.01.2026 21:00;ФранцияПервая лига - Тур 18;Тулуза;Ницца;5;1;1.85;1.99;3.22;2.06;0.43;0.57;10;6;6;7;1;2;0;0;1.93;3.6;3.95
17.01.2026 23:05;ФранцияПервая лига - Тур 18;Анже;Марсель;2;5;0.94;2.84;2;4.71;0.34;0.66;3;11;6;2;1;1;0;0;5.6;4.2;1.59
18.01.2026 17:00;ФранцияПервая лига - Тур 18;Страсбур;Мец;2;1;1.09;1.08;1.55;0.87;0.47;0.53;6;2;4;1;2;3;0;0;1.44;4.8;6.8
18.01.2026 19:15;ФранцияПервая лига - Тур 18;Ренн;Гавр;1;1;2.35;0.75;1.53;0.95;0.54;0.46;7;4;10;6;1;4;0;0;1.63;4.2;5
18.01.2026 19:15;ФранцияПервая лига - Тур 18;Нант;ФК Париж;1;2;0.35;0.82;0.76;1.45;0.48;0.52;1;3;1;2;1;3;0;0;2.65;3.2;2.8
18.01.2026 22:45;ФранцияПервая лига - Тур 18;Лион;Брест;2;1;1.98;0.68;3.33;0.61;0.71;0.29;6;2;5;0;2;0;0;1;1.67;3.9;5
23.01.2026 22:00;ФранцияПервая лига - Тур 19;Осер;ПСЖ;0;1;0.33;2.22;0;2.54;0.31;0.69;0;8;2;7;0;1;0;0;8.6;5.4;1.34
24.01.2026 19:00;ФранцияПервая лига - Тур 19;Ренн;Лорьян;0;2;1.76;1.3;1.01;1.26;0.69;0.31;5;4;9;3;2;0;0;0;1.79;3.8;4.4
24.01.2026 21:00;ФранцияПервая лига - Тур 19;Гавр;Монако;0;0;0.25;0.49;0;0.19;0.46;0.54;1;2;5;6;0;3;0;0;4;3.95;1.82
24.01.2026 23:05;ФранцияПервая лига - Тур 19;Марсель;Ланс;3;1;1;1;2.49;0.83;0.54;0.46;5;2;2;2;1;3;0;0;2.1;3.8;3.2
25.01.2026 17:00;ФранцияПервая лига - Тур 19;Нант;Ницца;1;4;1.59;1.12;1.41;2.35;0.56;0.44;5;4;4;2;2;3;0;0;2.7;3.4;2.6
25.01.2026 19:15;ФранцияПервая лига - Тур 19;ФК Париж;Анже;0;0;0.8;0.65;0.06;0.1;0.63;0.37;1;1;2;1;1;1;0;0;1.87;3.45;4.5
25.01.2026 19:15;ФранцияПервая лига - Тур 19;Мец;Лион;2;5;1.3;2.59;1.41;3.22;0.53;0.47;6;10;6;4;1;0;0;0;5;3.9;1.68
25.01.2026 19:15;ФранцияПервая лига - Тур 19;Брест;Тулуза;0;2;0.99;0.36;0.32;1.13;0.55;0.45;5;5;3;2;2;3;0;0;3;3;2.6
25.01.2026 22:45;ФранцияПервая лига - Тур 19;Лилль;Страсбур;1;4;1.89;3.19;2.15;3.22;0.47;0.53;6;6;8;1;2;2;0;0;2.5;3.25;2.9
30.01.2026 22:45;ФранцияПервая лига - Тур 20;Ланс;Гавр;1;0;2.08;0.54;1.24;0.97;0.54;0.46;3;2;4;3;1;2;0;0;1.43;4.8;7
31.01.2026 19:00;ФранцияПервая лига - Тур 20;ФК Париж;Марсель;2;2;1.52;2.62;2.33;2.1;0.52;0.48;4;4;4;4;1;4;0;0;4.2;3.9;1.79
31.01.2026 21:00;ФранцияПервая лига - Тур 20;Лорьян;Нант;2;1;0.52;1.42;1.28;0.74;0.57;0.43;4;2;1;4;4;5;0;0;1.88;3.5;4.3
31.01.2026 23:05;ФранцияПервая лига - Тур 20;Монако;Ренн;4;0;2.21;0.39;2.15;0.5;0.46;0.54;6;4;5;2;1;2;0;0;1.97;4;3.45
01.02.2026 17:00;ФранцияПервая лига - Тур 20;Лион;Лилль;1;0;0.53;0.53;0.34;0.39;0.42;0.58;2;4;2;7;1;4;0;0;2.27;3.45;3.15
01.02.2026 19:15;ФранцияПервая лига - Тур 20;Тулуза;Осер;0;0;0.7;0.91;0.43;1.06;0.5;0.5;4;2;5;4;1;2;0;0;1.8;3.5;4.8
01.02.2026 19:15;ФранцияПервая лига - Тур 20;Ницца;Брест;2;2;1.2;1.67;1.75;1.78;0.6;0.4;7;2;6;5;5;3;0;0;2.29;3.35;3.15
01.02.2026 19:15;ФранцияПервая лига - Тур 20;Анже;Мец;1;0;1.5;0.45;1.88;0;0.67;0.33;7;0;4;3;2;2;0;1;2.18;3.25;3.5
01.02.2026 22:45;ФранцияПервая лига - Тур 20;Страсбур;ПСЖ;1;2;2.31;1.34;1.23;0.9;0.32;0.68;4;4;5;6;1;0;0;1;4.9;4.3;1.63
06.02.2026 22:45;ФранцияПервая лига - Тур 21;Мец;Лилль;0;0;0.63;1.65;0.38;0.53;0.42;0.58;2;2;1;6;1;1;0;0;6;4.4;1.53
07.02.2026 19:00;ФранцияПервая лига - Тур 21;Ланс;Ренн;3;1;1.16;1.5;1.32;0.92;0.51;0.49;3;1;4;4;4;2;1;0;1.57;4.4;5.4
07.02.2026 21:00;ФранцияПервая лига - Тур 21;Брест;Лорьян;2;0;1.74;0.74;1.64;0.07;0.41;0.59;5;2;7;7;2;0;0;0;2.39;3.1;3.25
07.02.2026 23:05;ФранцияПервая лига - Тур 21;Нант;Лион;0;1;0.76;1.4;0.19;1.61;0.54;0.46;2;3;5;4;4;2;0;1;4.8;3.8;1.73
08.02.2026 17:00;ФранцияПервая лига - Тур 21;Ницца;Монако;0;0;0.57;0.62;0.3;0.52;0.44;0.56;4;2;8;6;2;2;0;0;3.25;3.8;2.09
08.02.2026 19:15;ФранцияПервая лига - Тур 21;Осер;ФК Париж;0;0;0.95;0.77;0.41;1.1;0.49;0.51;2;4;7;4;1;4;0;0;2.55;3.2;2.9
08.02.2026 19:15;ФранцияПервая лига - Тур 21;Гавр;Страсбур;2;1;0.9;0.42;1.6;0.46;0.51;0.49;7;3;9;3;2;1;0;1;4.2;3.7;1.84
08.02.2026 19:15;ФранцияПервая лига - Тур 21;Анже;Тулуза;1;0;1.04;0.51;0.68;1.23;0.51;0.49;4;5;3;5;3;2;0;0;3.8;3.15;2.12
08.02.2026 22:45;ФранцияПервая лига - Тур 21;ПСЖ;Марсель;5;0;4.14;0.63;2.34;0.5;0.58;0.42;7;3;5;2;2;2;0;0;1.47;5.2;6.2
13.02.2026 21:00;ФранцияПервая лига - Тур 22;Ренн;ПСЖ;3;1;1.36;3.59;2.46;2.14;0.33;0.67;4;7;5;8;0;0;0;0;6.8;5.6;1.38
13.02.2026 23:05;ФранцияПервая лига - Тур 22;Монако;Нант;3;1;1.78;1.14;3.4;0.68;0.47;0.53;6;2;9;3;5;2;1;0;1.5;4.7;5.8
14.02.2026 19:00;ФранцияПервая лига - Тур 22;Марсель;Страсбур;2;2;1.32;1.92;2.06;2.02;0.44;0.56;6;4;5;5;4;2;0;0;1.91;3.85;3.75
14.02.2026 21:00;ФранцияПервая лига - Тур 22;Лилль;Брест;1;1;1.64;0.69;0.99;0.39;0.69;0.31;5;4;13;1;0;1;0;0;1.61;4;5.6
14.02.2026 23:05;ФранцияПервая лига - Тур 22;ФК Париж;Ланс;0;5;0.6;3.76;1.17;4.07;0.58;0.42;6;6;3;5;2;1;0;0;3.95;3.6;1.93
15.02.2026 17:00;ФранцияПервая лига - Тур 22;Гавр;Тулуза;2;1;1.16;2.36;1.07;2.55;0.33;0.67;2;9;1;10;2;4;1;0;3.3;3.15;2.34
15.02.2026 19:15;ФранцияПервая лига - Тур 22;Мец;Осер;1;3;0.81;0.8;0.67;0.83;0.62;0.38;4;3;4;3;2;3;0;0;3.1;3.05;2.5
15.02.2026 19:15;ФранцияПервая лига - Тур 22;Лорьян;Анже;2;0;0.95;0.42;0.89;0.47;0.59;0.41;2;3;3;2;0;0;0;0;1.99;3.2;4.2
15.02.2026 22:45;ФранцияПервая лига - Тур 22;Лион;Ницца;2;0;1.52;1.45;1.87;0.49;0.57;0.43;2;3;8;5;3;1;0;0;1.86;3.75;4.1
20.02.2026 22:45;ФранцияПервая лига - Тур 23;Брест;Марсель;2;0;1.26;1.68;0.77;1.03;0.32;0.68;4;4;3;2;1;4;0;0;3.85;3.8;1.9
21.02.2026 19:00;ФранцияПервая лига - Тур 23;Ланс;Монако;2;3;1.79;1.7;1.96;1.11;0.52;0.48;7;5;7;2;2;1;0;0;1.78;4;4.1
21.02.2026 21:00;ФранцияПервая лига - Тур 23;Тулуза;ФК Париж;1;1;2.93;0.88;2.97;0.4;0.55;0.45;10;2;12;3;1;5;0;0;2.01;3.35;3.95
21.02.2026 23:05;ФранцияПервая лига - Тур 23;ПСЖ;Мец;3;0;2.41;0.09;2.87;0;0.67;0.33;7;0;4;1;0;2;0;0;1.14;8.8;17
22.02.2026 17:00;ФранцияПервая лига - Тур 23;Осер;Ренн;0;3;0.69;1.13;0.9;2.37;0.43;0.57;2;7;4;5;1;4;0;0;2.9;3.35;2.46
22.02.2026 19:15;ФранцияПервая лига - Тур 23;Ницца;Лорьян;3;3;3.24;2.21;2.48;1.66;0.39;0.61;4;5;3;7;2;3;0;0;2.21;3.4;3.3
22.02.2026 19:15;ФранцияПервая лига - Тур 23;Нант;Гавр;2;0;1.26;0.7;0.79;0.18;0.29;0.71;2;1;5;6;4;3;0;0;2.45;3.2;3
22.02.2026 19:15;ФранцияПервая лига - Тур 23;Анже;Лилль;0;1;0.39;2.34;0.25;1.77;0.45;0.55;2;5;1;7;3;1;0;0;4.5;3.6;1.82
22.02.2026 22:45;ФранцияПервая лига - Тур 23;Страсбур;Лион;3;1;2.14;0.33;2.37;0.6;0.5;0.5;7;2;4;2;1;2;0;0;2.33;3.45;3
27.02.2026 22:45;ФранцияПервая лига - Тур 24;Страсбур;Ланс;1;1;0.84;1.83;1.05;0.5;0.55;0.45;5;5;2;8;2;2;0;0;2.27;3.55;3.05
28.02.2026 19:00;ФранцияПервая лига - Тур 24;Ренн;Тулуза;1;0;0.89;0.55;0.99;0.7;0.65;0.35;2;2;6;1;1;3;0;0;2.03;3.55;3.65
28.02.2026 21:00;ФранцияПервая лига - Тур 24;Монако;Анже;2;0;1.51;0.74;1.22;0.58;0.72;0.28;4;2;5;2;0;3;0;0;1.4;5;7.2
28.02.2026 23:05;ФранцияПервая лига - Тур 24;Гавр;ПСЖ;0;1;0.68;3.82;0.49;3.19;0.32;0.68;2;9;3;3;3;0;0;0;9;5.8;1.3
01.03.2026 17:00;ФранцияПервая лига - Тур 24;ФК Париж;Ницца;1;0;1.23;1.24;1.4;0.32;0.4;0.6;6;3;8;6;6;3;1;0;2.48;3.4;2.85
01.03.2026 19:15;ФранцияПервая лига - Тур 24;Мец;Брест;0;1;1.52;0.88;0.83;0.22;0.66;0.34;6;1;12;4;2;1;0;1;3.5;3.35;2.15
01.03.2026 19:15;ФранцияПервая лига - Тур 24;Лорьян;Осер;2;2;1.12;1.41;1.29;1.04;0.5;0.5;5;3;3;7;1;3;0;0;2.1;3.25;3.8
01.03.2026 19:15;ФранцияПервая лига - Тур 24;Лилль;Нант;1;0;0.64;0.19;1.25;0.56;0.73;0.27;3;1;4;1;3;1;0;0;1.53;4.3;6.2
01.03.2026 22:45;ФранцияПервая лига - Тур 24;Марсель;Лион;3;2;2.33;1.47;2.81;1.83;0.52;0.48;7;6;8;1;3;2;0;0;1.97;3.65;3.75
06.03.2026 22:45;ФранцияПервая лига - Тур 25;ПСЖ;Монако;;;;;;;;;;;;;;;;;1.39;5.8;7
07.03.2026 19:00;ФранцияПервая лига - Тур 25;Нант;Анже;;;;;;;;;;;;;;;;;2.25;3;3.65
07.03.2026 21:00;ФранцияПервая лига - Тур 25;Осер;Страсбур;;;;;;;;;;;;;;;;;3.4;3.3;2.2
07.03.2026 23:05;ФранцияПервая лига - Тур 25;Тулуза;Марсель;;;;;;;;;;;;;;;;;3.2;3.55;2.2
08.03.2026 17:00;ФранцияПервая лига - Тур 25;Ланс;Мец;;;;;;;;;;;;;;;;;1.28;6.2;9.4
08.03.2026 19:15;ФранцияПервая лига - Тур 25;Ницца;Ренн;;;;;;;;;;;;;;;;;2.65;3.5;2.6
