Дата;Чемпионат;Дома;Гости;Счет хозяев;Счет гостей;Ожидаемые голы (xG) Дома;Ожидаемые голы (xG) Гости;xG в створ (xGOT) Дома;xG в створ (xGOT) Гости;Владение мячом Дома;Владение мячом Гости;Удары в створ Дома;Удары в створ Гости;Угловые Дома;Угловые Гости;Желтые карточки Дома;Желтые карточки Гости;Красные карточки Дома;Красные карточки Гости;Коэффициенты П1;Коэффициенты Н;Коэффициенты П2
21.09.2025 20:30;ГерманияБундеслига - Тур 4;Боруссия Д;Вольфсбург;1;0;1.1;0.8;1.16;0.03;0.56;0.44;4;1;9;3;1;0;0;0;1.57;4.9;5.6
26.09.2025 21:30;ГерманияБундеслига - Тур 5;Бавария;Вердер;4;0;3.46;0.41;4.42;0.31;0.59;0.41;13;3;7;6;2;0;0;0;1.1;13;23
27.09.2025 16:30;ГерманияБундеслига - Тур 5;Хайденхайм;Аугсбург;2;1;1.24;0.81;1.88;0.95;0.48;0.52;5;2;3;2;1;6;0;0;2.85;3.5;2.43
27.09.2025 16:30;ГерманияБундеслига - Тур 5;Санкт-Паули;Байер;1;2;0.82;0.69;1.1;0.9;0.49;0.51;6;4;13;1;3;5;0;0;3.05;3.5;2.39
27.09.2025 16:30;ГерманияБундеслига - Тур 5;Майнц;Боруссия Д;0;2;0.48;1.44;0.19;2.04;0.49;0.51;2;4;7;5;2;1;1;0;3.55;3.95;2.02
27.09.2025 16:30;ГерманияБундеслига - Тур 5;Вольфсбург;РБ Лейпциг;0;1;3.05;2.41;0.73;1.02;0.51;0.49;4;6;6;11;2;2;0;0;2.65;3.7;2.5
27.09.2025 19:30;ГерманияБундеслига - Тур 5;Боруссия М;Айнтрахт Ф;4;6;1.7;2.8;3.49;3.43;0.39;0.61;8;7;4;6;1;2;0;0;2.9;3.65;2.32
28.09.2025 16:30;ГерманияБундеслига - Тур 5;Фрайбург;Хоффенхайм;1;1;1.31;2.55;1;2.61;0.43;0.57;1;4;6;8;2;1;0;0;2.31;3.35;3.15
28.09.2025 18:30;ГерманияБундеслига - Тур 5;Кёльн;Штутгарт;1;2;1.07;1.87;0.82;1.45;0.43;0.57;7;5;8;8;2;2;0;0;2.65;3.75;2.6
28.09.2025 20:30;ГерманияБундеслига - Тур 5;Унион Берлин;Гамбург;0;0;1.37;1.07;0.85;0.67;0.34;0.66;2;6;5;3;2;2;0;1;2;3.6;3.65
03.10.2025 21:30;ГерманияБундеслига - Тур 6;Хоффенхайм;Кёльн;0;1;1.12;0.94;1.97;0.93;0.61;0.39;4;4;11;6;3;1;0;0;1.96;3.85;3.6
04.10.2025 16:30;ГерманияБундеслига - Тур 6;Вердер;Санкт-Паули;1;0;1.86;0.75;1.5;0.29;0.41;0.59;5;3;4;1;3;1;0;0;2.34;3.55;2.9
04.10.2025 16:30;ГерманияБундеслига - Тур 6;Боруссия Д;РБ Лейпциг;1;1;0.9;1.09;1.23;1.2;0.5;0.5;3;3;7;7;1;3;0;0;1.65;4.5;5
04.10.2025 16:30;ГерманияБундеслига - Тур 6;Байер;Унион Берлин;2;0;2.88;0.74;1.31;0.22;0.74;0.26;3;3;4;4;1;3;0;0;1.66;4;5
04.10.2025 16:30;ГерманияБундеслига - Тур 6;Аугсбург;Вольфсбург;3;1;1.71;1.18;3.16;1.4;0.47;0.53;5;4;10;5;2;1;0;0;2.5;3.55;2.7
04.10.2025 19:30;ГерманияБундеслига - Тур 6;Айнтрахт Ф;Бавария;0;3;0.32;1.72;0.31;1.67;0.39;0.61;1;3;4;3;1;2;0;0;6.8;5.8;1.37
05.10.2025 16:30;ГерманияБундеслига - Тур 6;Штутгарт;Хайденхайм;1;0;0.99;0.37;0.63;0.08;0.64;0.36;6;1;1;1;1;1;0;0;1.41;5;7
05.10.2025 18:30;ГерманияБундеслига - Тур 6;Гамбург;Майнц;4;0;1.91;0.67;2.49;1.23;0.35;0.65;9;4;1;4;2;3;0;0;3.15;3.7;2.15
05.10.2025 20:30;ГерманияБундеслига - Тур 6;Боруссия М;Фрайбург;0;0;0.58;0.7;0.13;0.06;0.53;0.47;5;1;4;1;3;1;0;0;2.65;3.35;2.7
17.10.2025 21:30;ГерманияБундеслига - Тур 7;Унион Берлин;Боруссия М;3;1;1.23;0.63;2.61;1.25;0.37;0.63;5;2;6;6;5;3;0;0;2.29;3.4;3.15
18.10.2025 16:30;ГерманияБундеслига - Тур 7;Хайденхайм;Вердер;2;2;3.26;1.3;2.69;1.35;0.55;0.45;11;4;12;2;1;3;0;0;2.7;3.45;2.55
18.10.2025 16:30;ГерманияБундеслига - Тур 7;РБ Лейпциг;Гамбург;2;1;1.06;1.53;1.17;0.81;0.47;0.53;4;3;3;5;3;1;0;0;1.47;5.2;5.8
18.10.2025 16:30;ГерманияБундеслига - Тур 7;Майнц;Байер;3;4;1.66;3.48;2.34;3.28;0.42;0.58;4;8;2;3;4;4;0;0;2.55;3.5;2.7
18.10.2025 16:30;ГерманияБундеслига - Тур 7;Кёльн;Аугсбург;1;1;0.58;1.12;0.85;1.39;0.56;0.44;2;4;5;2;2;2;0;0;1.99;3.85;3.45
18.10.2025 16:30;ГерманияБундеслига - Тур 7;Вольфсбург;Штутгарт;0;3;0.32;1.9;0.19;2.86;0.41;0.59;3;7;3;8;1;1;0;0;2.85;3.55;2.38
18.10.2025 19:30;ГерманияБундеслига - Тур 7;Бавария;Боруссия Д;2;1;2.48;1.58;2.53;0.79;0.61;0.39;7;1;4;3;1;3;0;0;1.41;5.8;6.8
19.10.2025 16:30;ГерманияБундеслига - Тур 7;Фрайбург;Айнтрахт Ф;2;2;1.14;0.89;0.78;1.43;0.51;0.49;5;3;3;1;2;3;0;0;2.49;3.6;2.7
19.10.2025 18:30;ГерманияБундеслига - Тур 7;Санкт-Паули;Хоффенхайм;0;3;0.99;2.34;0.33;2.57;0.49;0.51;2;5;9;7;1;3;0;0;2.6;3.4;2.65
24.10.2025 21:30;ГерманияБундеслига - Тур 8;Вердер;Унион Берлин;1;0;0.95;0.59;0.83;0.17;0.58;0.42;3;2;5;6;4;0;0;0;2.32;3.55;3
25.10.2025 16:30;ГерманияБундеслига - Тур 8;Хоффенхайм;Хайденхайм;3;1;2.37;1.11;2.56;0.65;0.6;0.4;7;3;7;5;1;1;0;0;1.59;4.5;5.2
25.10.2025 16:30;ГерманияБундеслига - Тур 8;Гамбург;Вольфсбург;0;1;2.77;0.37;1.76;0.33;0.61;0.39;6;2;11;1;1;5;0;0;2.18;3.65;3.15
25.10.2025 16:30;ГерманияБундеслига - Тур 8;Боруссия М;Бавария;0;3;0.79;3.98;0.23;4;0.17;0.83;0;11;1;8;0;3;1;0;9.4;6.8;1.25
25.10.2025 16:30;ГерманияБундеслига - Тур 8;Аугсбург;РБ Лейпциг;0;6;0.73;2.77;0.25;3.6;0.49;0.51;2;8;2;3;3;1;0;0;3.25;3.9;2.07
25.10.2025 16:30;ГерманияБундеслига - Тур 8;Айнтрахт Ф;Санкт-Паули;2;0;2.27;0.39;1.87;0.09;0.51;0.49;6;1;1;3;0;1;0;0;1.66;4.3;4.6
25.10.2025 19:30;ГерманияБундеслига - Тур 8;Боруссия Д;Кёльн;1;0;1.9;0.39;1.56;0;0.7;0.3;9;0;17;2;2;2;0;0;1.38;5.4;7.2
26.10.2025 17:30;ГерманияБундеслига - Тур 8;Байер;Фрайбург;2;0;1.71;0.72;1.72;0.82;0.69;0.31;4;3;2;3;1;2;0;1;1.99;3.65;3.65
26.10.2025 19:30;ГерманияБундеслига - Тур 8;Штутгарт;Майнц;2;1;1.95;1.45;2.25;1;0.59;0.41;8;2;7;5;4;3;0;0;2.04;3.65;3.5
31.10.2025 22:30;ГерманияБундеслига - Тур 9;Аугсбург;Боруссия Д;0;1;0.83;0.32;0.05;0.17;0.47;0.53;1;1;4;3;4;1;0;0;5.4;4.6;1.6
01.11.2025 17:30;ГерманияБундеслига - Тур 9;Хайденхайм;Айнтрахт Ф;1;1;0.85;0.96;0.84;0.42;0.28;0.72;4;3;2;8;0;2;0;0;3.95;4.1;1.81
01.11.2025 17:30;ГерманияБундеслига - Тур 9;Унион Берлин;Фрайбург;0;0;1.16;1.17;0.73;0.63;0.37;0.63;2;4;5;5;6;1;0;0;2.65;3.2;2.8
01.11.2025 17:30;ГерманияБундеслига - Тур 9;Санкт-Паули;Боруссия М;0;4;0.88;2.32;0.51;4.14;0.56;0.44;4;11;8;1;4;0;0;0;2.34;3.4;3.05
01.11.2025 17:30;ГерманияБундеслига - Тур 9;РБ Лейпциг;Штутгарт;3;1;2.09;1.49;3.23;1.32;0.42;0.58;9;4;5;5;1;2;0;0;2.12;3.8;3.15
01.11.2025 17:30;ГерманияБундеслига - Тур 9;Майнц;Вердер;1;1;1.42;1.04;1.57;1.02;0.47;0.53;5;3;2;0;1;3;0;0;1.89;3.9;3.75
01.11.2025 20:30;ГерманияБундеслига - Тур 9;Бавария;Байер;3;0;2.03;0.23;0.86;0;0.59;0.41;4;1;10;4;1;1;0;0;1.29;6.2;9
02.11.2025 17:30;ГерманияБундеслига - Тур 9;Кёльн;Гамбург;4;1;3.72;1.09;4.4;1.69;0.48;0.52;10;5;2;3;1;6;0;2;2.43;3.6;2.8
02.11.2025 19:30;ГерманияБундеслига - Тур 9;Вольфсбург;Хоффенхайм;2;3;1.55;1.23;1.41;2.51;0.48;0.52;6;4;2;2;0;2;0;0;2.7;3.75;2.41
07.11.2025 22:30;ГерманияБундеслига - Тур 10;Вердер;Вольфсбург;2;1;1.45;0.57;2.55;1.17;0.6;0.4;7;4;13;3;2;0;0;0;2.2;3.75;3.25
08.11.2025 17:30;ГерманияБундеслига - Тур 10;Хоффенхайм;РБ Лейпциг;3;1;1.82;1.8;2.2;2.17;0.49;0.51;4;5;5;5;3;2;0;0;2.75;3.8;2.38
08.11.2025 17:30;ГерманияБундеслига - Тур 10;Унион Берлин;Бавария;2;2;0.81;1.42;1.08;1.2;0.26;0.74;4;4;6;5;2;4;0;0;11;6.8;1.23
08.11.2025 17:30;ГерманияБундеслига - Тур 10;Гамбург;Боруссия Д;1;1;0.57;1.03;1.06;0.13;0.45;0.55;3;1;2;6;1;1;0;0;3.7;3.9;1.9
08.11.2025 17:30;ГерманияБундеслига - Тур 10;Байер;Хайденхайм;6;0;3.31;0.12;6.03;0;0.74;0.26;10;0;11;1;0;1;0;0;1.4;5.2;7.2
08.11.2025 20:30;ГерманияБундеслига - Тур 10;Боруссия М;Кёльн;3;1;2.98;2.21;3.26;1.73;0.36;0.64;4;5;2;6;2;3;0;0;2.07;3.7;3.35
09.11.2025 17:30;ГерманияБундеслига - Тур 10;Фрайбург;Санкт-Паули;2;1;1.02;0.53;2.14;0.82;0.6;0.4;4;2;9;3;2;2;0;0;1.79;3.6;4.7
09.11.2025 19:30;ГерманияБундеслига - Тур 10;Штутгарт;Аугсбург;3;2;2.35;1.93;2.19;1.94;0.62;0.38;6;6;4;4;2;3;0;0;1.52;4.7;5.6
09.11.2025 21:30;ГерманияБундеслига - Тур 10;Айнтрахт Ф;Майнц;1;0;1.21;0.16;0.81;0;0.56;0.44;4;0;4;3;0;5;0;0;1.85;3.95;3.9
21.11.2025 22:30;ГерманияБундеслига - Тур 11;Майнц;Хоффенхайм;1;1;2.02;1.38;0.77;0.58;0.45;0.55;3;5;7;4;3;2;1;0;2.55;3.55;2.65
22.11.2025 17:30;ГерманияБундеслига - Тур 11;Хайденхайм;Боруссия М;0;3;0.33;2.18;0.3;2.72;0.49;0.51;2;4;4;5;2;0;0;0;3.3;3.65;2.11
22.11.2025 17:30;ГерманияБундеслига - Тур 11;Вольфсбург;Байер;1;3;2.13;1.1;3.06;1.6;0.38;0.62;10;3;9;1;2;1;0;0;3.4;3.85;2.01
22.11.2025 17:30;ГерманияБундеслига - Тур 11;Боруссия Д;Штутгарт;3;3;2.99;1.56;3.17;2.3;0.46;0.54;6;6;2;4;1;1;0;0;1.78;4;4.2
22.11.2025 17:30;ГерманияБундеслига - Тур 11;Бавария;Фрайбург;6;2;3.03;0.57;3.93;1.52;0.72;0.28;8;2;3;5;1;0;0;0;1.17;7.8;15
22.11.2025 17:30;ГерманияБундеслига - Тур 11;Аугсбург;Гамбург;1;0;1.69;1.36;2.19;0.38;0.48;0.52;6;6;4;3;2;3;1;0;2.44;3.45;2.85
22.11.2025 20:30;ГерманияБундеслига - Тур 11;Кёльн;Айнтрахт Ф;3;4;1.22;1.81;2.02;2.65;0.46;0.54;5;7;3;3;0;0;0;0;2.75;3.65;2.43
23.11.2025 17:30;ГерманияБундеслига - Тур 11;РБ Лейпциг;Вердер;2;0;2.1;0.8;3.26;0.78;0.52;0.48;13;6;13;7;1;2;0;0;1.54;4.9;5
23.11.2025 19:30;ГерманияБундеслига - Тур 11;Санкт-Паули;Унион Берлин;0;1;0.71;0.56;0.67;1.2;0.59;0.41;3;3;8;2;1;1;0;0;2.65;3.05;2.9
28.11.2025 22:30;ГерманияБундеслига - Тур 12;Боруссия М;РБ Лейпциг;0;0;0.42;0.93;0.29;0.29;0.42;0.58;1;4;5;6;0;3;0;0;2.95;3.9;2.3
29.11.2025 17:30;ГерманияБундеслига - Тур 12;Хоффенхайм;Аугсбург;3;0;2.08;0.96;1.16;0.87;0.6;0.4;3;4;7;2;1;0;0;0;1.73;4.2;4.3
29.11.2025 17:30;ГерманияБундеслига - Тур 12;Унион Берлин;Хайденхайм;1;2;0.97;0.59;1.17;1.18;0.43;0.57;2;2;5;5;3;2;0;0;1.56;4;6.2
29.11.2025 17:30;ГерманияБундеслига - Тур 12;Вердер;Кёльн;1;1;1.18;0.94;0.61;0.45;0.49;0.51;4;2;4;0;2;4;1;0;2.22;3.75;3
29.11.2025 17:30;ГерманияБундеслига - Тур 12;Бавария;Санкт-Паули;3;1;2.3;0.64;2.31;0.28;0.8;0.2;4;1;10;2;1;1;0;0;1.12;9.4;20
29.11.2025 20:30;ГерманияБундеслига - Тур 12;Байер;Боруссия Д;1;2;0.81;0.99;1.97;1.59;0.63;0.37;4;4;10;3;3;4;0;0;2.7;3.65;2.6
30.11.2025 17:30;ГерманияБундеслига - Тур 12;Гамбург;Штутгарт;2;1;0.98;0.75;1.29;0.78;0.34;0.66;2;3;4;6;2;4;1;0;2.75;3.55;2.46
30.11.2025 19:30;ГерманияБундеслига - Тур 12;Айнтрахт Ф;Вольфсбург;1;1;1.59;1.86;1.07;0.87;0.54;0.46;3;3;14;1;1;4;0;0;1.96;3.95;3.5
30.11.2025 21:30;ГерманияБундеслига - Тур 12;Фрайбург;Майнц;4;0;4.6;0.11;3.54;0.47;0.75;0.25;10;1;6;2;0;2;0;1;1.74;3.85;4.7
05.12.2025 22:30;ГерманияБундеслига - Тур 13;Майнц;Боруссия М;0;1;0.97;1.85;0.64;1.44;0.55;0.45;2;5;8;6;2;1;0;0;2.65;3.45;2.6
06.12.2025 17:30;ГерманияБундеслига - Тур 13;Штутгарт;Бавария;0;5;0.87;3.54;0.12;4.47;0.41;0.59;1;11;3;4;2;4;1;0;4.7;4.8;1.59
06.12.2025 17:30;ГерманияБундеслига - Тур 13;Хайденхайм;Фрайбург;2;1;2.14;1.01;2.48;0.53;0.39;0.61;3;2;8;6;2;1;0;0;4.7;3.55;1.81
06.12.2025 17:30;ГерманияБундеслига - Тур 13;Кёльн;Санкт-Паули;1;1;1.91;0.14;3.06;0.31;0.58;0.42;8;1;5;4;0;1;0;0;2;3.55;3.75
06.12.2025 17:30;ГерманияБундеслига - Тур 13;Вольфсбург;Унион Берлин;3;1;0.81;1.92;1.76;2.41;0.43;0.57;3;6;0;11;4;1;0;0;2.05;3.45;3.65
06.12.2025 17:30;ГерманияБундеслига - Тур 13;Аугсбург;Байер;2;0;1.28;1.63;1.61;0.2;0.32;0.68;6;2;5;7;4;3;0;0;3.35;3.6;2.12
06.12.2025 20:30;ГерманияБундеслига - Тур 13;РБ Лейпциг;Айнтрахт Ф;6;0;3.77;0.65;4.1;0.1;0.52;0.48;7;2;4;0;1;2;0;0;1.77;4.1;4.2
07.12.2025 17:30;ГерманияБундеслига - Тур 13;Гамбург;Вердер;3;2;1.32;0.71;2.89;1.27;0.54;0.46;6;3;5;3;1;6;0;0;2.4;3.45;2.9
07.12.2025 19:30;ГерманияБундеслига - Тур 13;Боруссия Д;Хоффенхайм;2;0;1.26;1.15;1.72;0.92;0.43;0.57;4;3;7;5;0;2;0;0;1.66;4.6;4.8
12.12.2025 22:30;ГерманияБундеслига - Тур 14;Унион Берлин;РБ Лейпциг;3;1;1.42;0.55;2.26;1.02;0.37;0.63;6;3;4;6;2;2;0;0;3.1;3.45;2.4
13.12.2025 17:30;ГерманияБундеслига - Тур 14;Хоффенхайм;Гамбург;4;1;1.31;1.38;2.18;1.33;0.59;0.41;6;5;3;3;1;3;0;0;1.71;4.2;4.4
13.12.2025 17:30;ГерманияБундеслига - Тур 14;Санкт-Паули;Хайденхайм;2;1;0.81;2.44;1.02;2.59;0.36;0.64;5;7;4;11;2;3;1;0;1.88;3.45;4.4
13.12.2025 17:30;ГерманияБундеслига - Тур 14;Боруссия М;Вольфсбург;1;3;0.8;1.71;0.45;3.18;0.58;0.42;4;6;6;3;0;1;0;0;2.01;3.8;3.45
13.12.2025 17:30;ГерманияБундеслига - Тур 14;Айнтрахт Ф;Аугсбург;1;0;1.05;0.62;1.08;0.09;0.51;0.49;4;1;2;6;2;3;0;0;1.85;3.8;4.1
13.12.2025 20:30;ГерманияБундеслига - Тур 14;Байер;Кёльн;2;0;2.07;0.19;2.73;0.38;0.61;0.39;6;4;8;3;2;1;0;0;1.77;4.2;4
14.12.2025 17:30;ГерманияБундеслига - Тур 14;Фрайбург;Боруссия Д;1;1;1.5;0.92;1.74;1.19;0.57;0.43;6;4;6;0;3;2;0;1;3.75;3.55;1.99
14.12.2025 19:30;ГерманияБундеслига - Тур 14;Бавария;Майнц;2;2;4.5;0.6;3.45;1.5;0.85;0.15;11;2;7;0;2;2;0;0;1.1;11;21
14.12.2025 21:30;ГерманияБундеслига - Тур 14;Вердер;Штутгарт;0;4;0.91;2.17;1.31;5.01;0.38;0.62;4;12;1;9;2;0;1;0;2.8;3.7;2.36
19.12.2025 22:30;ГерманияБундеслига - Тур 15;Боруссия Д;Боруссия М;2;0;1.43;0.28;2.04;0.1;0.57;0.43;4;1;6;4;2;1;0;0;1.53;4.9;5.8
20.12.2025 17:30;ГерманияБундеслига - Тур 15;Штутгарт;Хоффенхайм;0;0;1.26;0.13;0.44;0.16;0.47;0.53;3;1;4;2;3;2;0;0;1.97;3.95;3.45
20.12.2025 17:30;ГерманияБундеслига - Тур 15;Кёльн;Унион Берлин;0;1;0.54;1.27;0.11;0.76;0.62;0.38;2;3;3;6;2;5;1;0;2.6;3.2;2.85
20.12.2025 17:30;ГерманияБундеслига - Тур 15;Гамбург;Айнтрахт Ф;1;1;0.75;1.58;0.8;1.21;0.4;0.6;3;3;5;5;0;0;0;0;2.46;3.45;2.85
20.12.2025 17:30;ГерманияБундеслига - Тур 15;Вольфсбург;Фрайбург;3;4;1.66;3.53;2.03;3.68;0.56;0.44;6;8;2;6;1;1;0;0;2.45;3.45;2.85
20.12.2025 17:30;ГерманияБундеслига - Тур 15;Аугсбург;Вердер;0;0;1.03;0.59;1.02;0;0.53;0.47;6;0;6;11;3;4;0;0;2.3;3.45;3.1
20.12.2025 20:30;ГерманияБундеслига - Тур 15;РБ Лейпциг;Байер;1;3;1.76;2.72;1.41;2.99;0.44;0.56;7;8;2;8;1;2;0;0;2.13;4;3.2
21.12.2025 17:30;ГерманияБундеслига - Тур 15;Майнц;Санкт-Паули;0;0;1.13;0.3;0.13;0.7;0.53;0.47;1;1;9;5;1;1;0;0;1.99;3.35;4
21.12.2025 19:30;ГерманияБундеслига - Тур 15;Хайденхайм;Бавария;0;4;1.04;4.43;0.12;4.49;0.26;0.74;1;11;0;6;0;0;0;0;14;8.2;1.17
09.01.2026 22:30;ГерманияБундеслига - Тур 16;Айнтрахт Ф;Боруссия Д;3;3;1.58;2.39;1.78;2.74;0.4;0.6;6;6;2;5;3;3;0;0;3.45;3.8;2.1
10.01.2026 17:30;ГерманияБундеслига - Тур 16;Хайденхайм;Кёльн;2;2;1.93;2.99;2.04;3.04;0.56;0.44;6;9;5;4;2;1;0;0;2.75;3.45;2.5
10.01.2026 17:30;ГерманияБундеслига - Тур 16;Фрайбург;Гамбург;2;1;2.84;0.67;2.31;1.55;0.6;0.4;7;5;0;3;3;5;0;1;1.8;3.65;4.6
10.01.2026 17:30;ГерманияБундеслига - Тур 16;Унион Берлин;Майнц;2;2;3.35;1;2.66;1.91;0.57;0.43;5;6;2;1;2;0;0;0;2.11;3.2;3.8
10.01.2026 20:30;ГерманияБундеслига - Тур 16;Байер;Штутгарт;1;4;1.96;2.6;2.05;2.46;0.57;0.43;4;7;5;3;4;2;0;0;2.18;3.75;3.1
11.01.2026 17:30;ГерманияБундеслига - Тур 16;Боруссия М;Аугсбург;4;0;2.99;1.79;3.23;0.08;0.52;0.48;7;2;2;2;0;1;0;0;1.93;3.65;3.85
11.01.2026 19:30;ГерманияБундеслига - Тур 16;Бавария;Вольфсбург;8;1;3.3;1.37;4.64;1.22;0.68;0.32;10;3;6;2;0;1;0;0;1.13;9.6;17
13.01.2026 20:30;ГерманияБундеслига - Тур 17;Штутгарт;Айнтрахт Ф;3;2;2.31;0.97;3.41;1.83;0.58;0.42;11;5;10;2;2;2;0;0;1.67;4.3;4.5
13.01.2026 22:30;ГерманияБундеслига - Тур 17;Майнц;Хайденхайм;2;1;1.38;1.54;2.33;1.28;0.42;0.58;6;4;4;1;2;2;0;0;1.78;3.8;4.5
13.01.2026 22:30;ГерманияБундеслига - Тур 17;Боруссия Д;Вердер;3;0;2.42;0.52;2.57;0.54;0.46;0.54;8;3;3;3;2;0;0;0;1.41;5;7
14.01.2026 20:30;ГерманияБундеслига - Тур 17;Вольфсбург;Санкт-Паули;2;1;1.88;0.89;1.87;1.24;0.61;0.39;5;4;7;4;1;2;0;0;1.86;3.5;4.4
14.01.2026 22:30;ГерманияБундеслига - Тур 17;Хоффенхайм;Боруссия М;5;1;3.42;0.94;5.05;1.49;0.66;0.34;10;5;6;2;1;1;0;0;1.94;3.85;3.6
14.01.2026 22:30;ГерманияБундеслига - Тур 17;РБ Лейпциг;Фрайбург;2;0;2.48;0.17;2.85;0.03;0.64;0.36;7;1;7;2;0;4;0;0;1.71;4;4.7
14.01.2026 22:30;ГерманияБундеслига - Тур 17;Кёльн;Бавария;1;3;0.72;1.5;1.4;2.18;0.28;0.72;3;8;4;6;0;0;0;0;9.6;7;1.24
15.01.2026 22:30;ГерманияБундеслига - Тур 17;Аугсбург;Унион Берлин;1;1;0.56;1.31;0.63;0.85;0.48;0.52;5;3;3;3;1;0;0;1;2.65;3.2;2.8
16.01.2026 22:30;ГерманияБундеслига - Тур 18;Вердер;Айнтрахт Ф;3;3;1.97;0.99;1.87;2.06;0.6;0.4;4;4;4;1;1;4;0;0;2.65;3.55;2.6
17.01.2026 17:30;ГерманияБундеслига - Тур 18;Хоффенхайм;Байер;1;0;1.55;0.97;1.48;0.3;0.38;0.62;8;2;3;5;2;1;0;0;2.35;3.75;2.8
17.01.2026 17:30;ГерманияБундеслига - Тур 18;Кёльн;Майнц;2;1;2.08;1.53;2.4;1.43;0.62;0.38;6;7;9;5;4;4;0;0;2.12;3.5;3.45
17.01.2026 17:30;ГерманияБундеслига - Тур 18;Гамбург;Боруссия М;0;0;1.19;0.48;1.25;0;0.57;0.43;12;0;2;5;1;2;0;0;2.45;3.45;2.85
17.01.2026 17:30;ГерманияБундеслига - Тур 18;Вольфсбург;Хайденхайм;1;1;0.93;1;1.19;1.04;0.7;0.3;4;3;9;6;4;3;0;0;1.7;4.1;4.6
17.01.2026 17:30;ГерманияБундеслига - Тур 18;Боруссия Д;Санкт-Паули;3;2;3.21;0.55;3.95;1.1;0.63;0.37;6;5;5;5;3;1;0;0;1.33;5.2;9.8
17.01.2026 20:30;ГерманияБундеслига - Тур 18;РБ Лейпциг;Бавария;1;5;2.45;4.57;1.83;5.5;0.41;0.59;4;12;5;9;1;0;0;0;4.3;4.5;1.73
18.01.2026 17:30;ГерманияБундеслига - Тур 18;Штутгарт;Унион Берлин;1;1;2.13;1.71;1.32;1.01;0.57;0.43;4;3;3;8;1;1;0;0;1.6;4.2;5.4
18.01.2026 19:30;ГерманияБундеслига - Тур 18;Аугсбург;Фрайбург;2;2;0.91;1.53;1.42;2.35;0.45;0.55;5;5;9;6;3;2;0;0;2.65;3.25;2.75
23.01.2026 22:30;ГерманияБундеслига - Тур 19;Санкт-Паули;Гамбург;0;0;0.33;0.36;0.18;0.19;0.43;0.57;3;2;5;4;1;1;0;0;2.85;2.95;2.8
24.01.2026 17:30;ГерманияБундеслига - Тур 19;Хайденхайм;РБ Лейпциг;0;3;0.95;1.65;0.27;2.03;0.26;0.74;2;8;4;0;1;0;0;0;4.6;4.4;1.66
24.01.2026 17:30;ГерманияБундеслига - Тур 19;Майнц;Вольфсбург;3;1;3.82;0.73;4.94;0.75;0.59;0.41;9;2;15;1;3;2;0;0;2.35;3.3;3.1
24.01.2026 17:30;ГерманияБундеслига - Тур 19;Байер;Вердер;1;0;2.55;0.94;1.94;0.55;0.49;0.51;4;3;5;5;2;3;0;0;1.57;4.5;5.4
24.01.2026 17:30;ГерманияБундеслига - Тур 19;Бавария;Аугсбург;1;2;1.47;1.17;1.57;1.96;0.7;0.3;6;6;9;3;1;1;0;0;1.13;9.6;17
24.01.2026 17:30;ГерманияБундеслига - Тур 19;Айнтрахт Ф;Хоффенхайм;1;3;0.59;1.36;0.7;1.25;0.47;0.53;3;5;6;6;0;4;0;0;3.05;3.65;2.25
24.01.2026 20:30;ГерманияБундеслига - Тур 19;Унион Берлин;Боруссия Д;0;3;1.24;1.84;1.82;2.22;0.56;0.44;3;5;7;2;0;1;0;0;3.25;3.25;2.28
25.01.2026 17:30;ГерманияБундеслига - Тур 19;Боруссия М;Штутгарт;0;3;1.17;1.55;0.71;3.26;0.44;0.56;3;8;1;4;1;1;0;0;2.9;3.65;2.31
25.01.2026 19:30;ГерманияБундеслига - Тур 19;Фрайбург;Кёльн;2;1;2.25;1.39;2.36;1.45;0.47;0.53;5;4;5;5;1;2;0;0;2;3.7;3.6
27.01.2026 22:30;ГерманияБундеслига - Тур 16;Санкт-Паули;РБ Лейпциг;1;1;1.45;1.04;1.25;1.6;0.46;0.54;2;5;4;3;0;1;0;0;5;3.7;1.79
27.01.2026 22:30;ГерманияБундеслига - Тур 16;Вердер;Хоффенхайм;0;2;1.81;0.61;0.32;1.22;0.59;0.41;3;3;6;7;2;2;0;1;3.65;3.8;1.96
30.01.2026 22:30;ГерманияБундеслига - Тур 20;Кёльн;Вольфсбург;1;0;1.26;1.15;0.93;0.86;0.42;0.58;3;3;3;4;1;4;0;0;2.02;3.75;3.45
31.01.2026 17:30;ГерманияБундеслига - Тур 20;Хоффенхайм;Унион Берлин;3;1;1.37;1.84;2.19;1.58;0.59;0.41;4;3;3;10;2;2;0;0;1.83;3.7;4.2
31.01.2026 17:30;ГерманияБундеслига - Тур 20;РБ Лейпциг;Майнц;1;2;1.74;2.33;1.51;2.14;0.7;0.3;4;4;5;4;0;4;0;0;1.56;4.5;5.4
31.01.2026 17:30;ГерманияБундеслига - Тур 20;Вердер;Боруссия М;1;1;1.23;0.88;1.73;0.55;0.68;0.32;6;2;7;3;0;1;0;0;2.19;3.5;3.25
31.01.2026 17:30;ГерманияБундеслига - Тур 20;Аугсбург;Санкт-Паули;2;1;1.13;2.46;2.27;1.67;0.44;0.56;6;5;5;5;3;1;0;0;2.13;3.1;3.9
